location,metric,count
The Delmar Loop,Mar 08 - Mar 14 2023 - Neutral,0
The Delmar Loop,Mar 08 - Mar 14 2023 - Negative,0
The Delmar Loop,Mar 08 - Mar 14 2023 - Positive,0
The Delmar Loop,Mar 15 - Mar 21 2023,0
The Delmar Loop,Mar 15 - Mar 21 2023 - Neutral,0
The Delmar Loop,Mar 15 - Mar 21 2023 - Negative,0
The Delmar Loop,Mar 15 - Mar 21 2023 - Positive,0
The Delmar Loop,Mar 22 - Mar 28 2023,0
The Delmar Loop,Mar 22 - Mar 28 2023 - Neutral,0
The Delmar Loop,Mar 22 - Mar 28 2023 - Negative,0
The Delmar Loop,Mar 22 - Mar 28 2023 - Positive,0
The Delmar Loop,Mar 29 - Apr 04 2023,0
The Delmar Loop,Mar 29 - Apr 04 2023 - Neutral,0
The Delmar Loop,Mar 29 - Apr 04 2023 - Negative,0
The Delmar Loop,Mar 29 - Apr 04 2023 - Positive,0
The Delmar Loop,Feb 01 2023,0
The Delmar Loop,Feb 01 2023 - Neutral,0
The Delmar Loop,Feb 01 2023 - Negative,0
The Delmar Loop,Feb 01 2023 - Positive,0
The Delmar Loop,Feb 02 2023,0
The Delmar Loop,Feb 02 2023 - Neutral,0
The Delmar Loop,Feb 02 2023 - Negative,0
The Delmar Loop,Feb 02 2023 - Positive,0
The Delmar Loop,Feb 03 2023,0
The Delmar Loop,Feb 03 2023 - Neutral,0
The Delmar Loop,Feb 03 2023 - Negative,0
The Delmar Loop,Feb 03 2023 - Positive,0
The Delmar Loop,Feb 04 2023,0
The Delmar Loop,Feb 04 2023 - Neutral,0
The Delmar Loop,Feb 04 2023 - Negative,0
The Delmar Loop,Feb 04 2023 - Positive,0
The Delmar Loop,Feb 05 2023,0
The Delmar Loop,Feb 05 2023 - Neutral,0
The Delmar Loop,Feb 05 2023 - Negative,0
The Delmar Loop,Feb 05 2023 - Positive,0
The Delmar Loop,Feb 06 2023,0
The Delmar Loop,Feb 06 2023 - Neutral,0
The Delmar Loop,Feb 06 2023 - Negative,0
The Delmar Loop,Feb 06 2023 - Positive,0
The Delmar Loop,Feb 07 2023,0
The Delmar Loop,Feb 07 2023 - Neutral,0
The Delmar Loop,Feb 07 2023 - Negative,0
The Delmar Loop,Feb 07 2023 - Positive,0
The Delmar Loop,Feb 08 2023,0
The Delmar Loop,Feb 08 2023 - Neutral,0
The Delmar Loop,Feb 08 2023 - Negative,0
The Delmar Loop,Feb 08 2023 - Positive,0
The Delmar Loop,Feb 09 2023,0
The Delmar Loop,Feb 09 2023 - Neutral,0
The Delmar Loop,Feb 09 2023 - Negative,0
The Delmar Loop,Feb 09 2023 - Positive,0
The Delmar Loop,Feb 10 2023,0
The Delmar Loop,Feb 10 2023 - Neutral,0
The Delmar Loop,Feb 10 2023 - Negative,0
The Delmar Loop,Feb 10 2023 - Positive,0
The Delmar Loop,Feb 11 2023,0
The Delmar Loop,Feb 11 2023 - Neutral,0
The Delmar Loop,Feb 11 2023 - Negative,0
The Delmar Loop,Feb 11 2023 - Positive,0
The Delmar Loop,Feb 12 2023,0
The Delmar Loop,Feb 12 2023 - Neutral,0
The Delmar Loop,Feb 12 2023 - Negative,0
The Delmar Loop,Feb 12 2023 - Positive,0
The Delmar Loop,Feb 13 2023,0
The Delmar Loop,Feb 13 2023 - Neutral,0
The Delmar Loop,Feb 13 2023 - Negative,0
The Delmar Loop,Feb 13 2023 - Positive,0
The Delmar Loop,Feb 14 2023,0
The Delmar Loop,Feb 14 2023 - Neutral,0
The Delmar Loop,Feb 14 2023 - Negative,0
The Delmar Loop,Feb 14 2023 - Positive,0
The Delmar Loop,Feb 15 2023,0
The Delmar Loop,Feb 15 2023 - Neutral,0
The Delmar Loop,Feb 15 2023 - Negative,0
The Delmar Loop,Feb 15 2023 - Positive,0
The Delmar Loop,Feb 16 2023,0
The Delmar Loop,Feb 16 2023 - Neutral,0
The Delmar Loop,Feb 16 2023 - Negative,0
The Delmar Loop,Feb 16 2023 - Positive,0
The Delmar Loop,Feb 17 2023,0
The Delmar Loop,Feb 17 2023 - Neutral,0
The Delmar Loop,Feb 17 2023 - Negative,0
The Delmar Loop,Feb 17 2023 - Positive,0
The Delmar Loop,Feb 18 2023,0
The Delmar Loop,Feb 18 2023 - Neutral,0
The Delmar Loop,Feb 18 2023 - Negative,0
The Delmar Loop,Feb 18 2023 - Positive,0
The Delmar Loop,Feb 19 2023,0
The Delmar Loop,Feb 19 2023 - Neutral,0
The Delmar Loop,Feb 19 2023 - Negative,0
The Delmar Loop,Feb 19 2023 - Positive,0
The Delmar Loop,Feb 20 2023,0
The Delmar Loop,Feb 20 2023 - Neutral,0
The Delmar Loop,Feb 20 2023 - Negative,0
The Delmar Loop,Feb 20 2023 - Positive,0
The Delmar Loop,Feb 21 2023,0
The Delmar Loop,Feb 21 2023 - Neutral,0
The Delmar Loop,Feb 21 2023 - Negative,0
The Delmar Loop,Feb 21 2023 - Positive,0
The Delmar Loop,Feb 22 2023,0
The Delmar Loop,Feb 22 2023 - Neutral,0
The Delmar Loop,Feb 22 2023 - Negative,0
The Delmar Loop,Feb 22 2023 - Positive,0
The Delmar Loop,Feb 23 2023,0
The Delmar Loop,Feb 23 2023 - Neutral,0
The Delmar Loop,Feb 23 2023 - Negative,0
The Delmar Loop,Feb 23 2023 - Positive,0
The Delmar Loop,Feb 24 2023,0
The Delmar Loop,Feb 24 2023 - Neutral,0
The Delmar Loop,Feb 24 2023 - Negative,0
The Delmar Loop,Feb 24 2023 - Positive,0
The Delmar Loop,Feb 25 2023,0
The Delmar Loop,Feb 25 2023 - Neutral,0
The Delmar Loop,Feb 25 2023 - Negative,0
The Delmar Loop,Feb 25 2023 - Positive,0
The Delmar Loop,Feb 26 2023,0
The Delmar Loop,Feb 26 2023 - Neutral,0
The Delmar Loop,Feb 26 2023 - Negative,0
The Delmar Loop,Feb 26 2023 - Positive,0
The Delmar Loop,Feb 27 2023,0
The Delmar Loop,Feb 27 2023 - Neutral,0
The Delmar Loop,Feb 27 2023 - Negative,0
The Delmar Loop,Feb 27 2023 - Positive,0
The Delmar Loop,Feb 28 2023,0
The Delmar Loop,Feb 28 2023 - Neutral,0
The Delmar Loop,Feb 28 2023 - Negative,0
The Delmar Loop,Feb 28 2023 - Positive,0
The Delmar Loop,Mar 01 2023,0
The Delmar Loop,Mar 01 2023 - Neutral,0
The Delmar Loop,Mar 01 2023 - Negative,0
The Delmar Loop,Mar 01 2023 - Positive,0
The Delmar Loop,Mar 02 2023,0
The Delmar Loop,Mar 02 2023 - Neutral,0
The Delmar Loop,Mar 02 2023 - Negative,0
The Delmar Loop,Mar 02 2023 - Positive,0
The Delmar Loop,Mar 03 2023,0
The Delmar Loop,Mar 03 2023 - Neutral,0
The Delmar Loop,Mar 03 2023 - Negative,0
The Delmar Loop,Mar 03 2023 - Positive,0
The Delmar Loop,Mar 04 2023,0
The Delmar Loop,Mar 04 2023 - Neutral,0
The Delmar Loop,Mar 04 2023 - Negative,0
The Delmar Loop,Mar 04 2023 - Positive,0
The Delmar Loop,Mar 05 2023,0
The Delmar Loop,Mar 05 2023 - Neutral,0
The Delmar Loop,Mar 05 2023 - Negative,0
The Delmar Loop,Mar 05 2023 - Positive,0
The Delmar Loop,Mar 06 2023,0
The Delmar Loop,Mar 06 2023 - Neutral,0
The Delmar Loop,Mar 06 2023 - Negative,0
The Delmar Loop,Mar 06 2023 - Positive,0
The Delmar Loop,Mar 07 2023,0
The Delmar Loop,Mar 07 2023 - Neutral,0
The Delmar Loop,Mar 07 2023 - Negative,0
The Delmar Loop,Mar 07 2023 - Positive,0
The Delmar Loop,Mar 08 2023,0
The Delmar Loop,Mar 08 2023 - Neutral,0
The Delmar Loop,Mar 08 2023 - Negative,0
The Delmar Loop,Mar 08 2023 - Positive,0
The Delmar Loop,Mar 09 2023,0
The Delmar Loop,Mar 09 2023 - Neutral,0
The Delmar Loop,Mar 09 2023 - Negative,0
The Delmar Loop,Mar 09 2023 - Positive,0
The Delmar Loop,Mar 10 2023,0
The Delmar Loop,Mar 10 2023 - Neutral,0
The Delmar Loop,Mar 10 2023 - Negative,0
The Delmar Loop,Mar 10 2023 - Positive,0
The Delmar Loop,Mar 11 2023,0
The Delmar Loop,Mar 11 2023 - Neutral,0
The Delmar Loop,Mar 11 2023 - Negative,0
The Delmar Loop,Mar 11 2023 - Positive,0
The Delmar Loop,Mar 12 2023,0
The Delmar Loop,Mar 12 2023 - Neutral,0
The Delmar Loop,Mar 12 2023 - Negative,0
The Delmar Loop,Mar 12 2023 - Positive,0
The Delmar Loop,Mar 13 2023,0
The Delmar Loop,Mar 13 2023 - Neutral,0
The Delmar Loop,Mar 13 2023 - Negative,0
The Delmar Loop,Mar 13 2023 - Positive,0
The Delmar Loop,Mar 14 2023,0
The Delmar Loop,Mar 14 2023 - Neutral,0
The Delmar Loop,Mar 14 2023 - Negative,0
The Delmar Loop,Mar 14 2023 - Positive,0
The Delmar Loop,Mar 15 2023,0
The Delmar Loop,Mar 15 2023 - Neutral,0
The Delmar Loop,Mar 15 2023 - Negative,0
The Delmar Loop,Mar 15 2023 - Positive,0
The Delmar Loop,Mar 16 2023,0
The Delmar Loop,Mar 16 2023 - Neutral,0
The Delmar Loop,Mar 16 2023 - Negative,0
The Delmar Loop,Mar 16 2023 - Positive,0
The Delmar Loop,Mar 17 2023,0
The Delmar Loop,Mar 17 2023 - Neutral,0
The Delmar Loop,Mar 17 2023 - Negative,0
The Delmar Loop,Mar 17 2023 - Positive,0
The Delmar Loop,Mar 18 2023,0
The Delmar Loop,Mar 18 2023 - Neutral,0
The Delmar Loop,Mar 18 2023 - Negative,0
The Delmar Loop,Mar 18 2023 - Positive,0
The Delmar Loop,Mar 19 2023,0
The Delmar Loop,Mar 19 2023 - Neutral,0
The Delmar Loop,Mar 19 2023 - Negative,0
The Delmar Loop,Mar 19 2023 - Positive,0
The Delmar Loop,Mar 20 2023,0
The Delmar Loop,Mar 20 2023 - Neutral,0
The Delmar Loop,Mar 20 2023 - Negative,0
The Delmar Loop,Mar 20 2023 - Positive,0
The Delmar Loop,Mar 21 2023,0
The Delmar Loop,Mar 21 2023 - Neutral,0
The Delmar Loop,Mar 21 2023 - Negative,0
The Delmar Loop,Mar 21 2023 - Positive,0
The Delmar Loop,Mar 22 2023,0
The Delmar Loop,Mar 22 2023 - Neutral,0
The Delmar Loop,Mar 22 2023 - Negative,0
The Delmar Loop,Mar 22 2023 - Positive,0
The Delmar Loop,Mar 23 2023,0
The Delmar Loop,Mar 23 2023 - Neutral,0
The Delmar Loop,Mar 23 2023 - Negative,0
The Delmar Loop,Mar 23 2023 - Positive,0
The Delmar Loop,Mar 24 2023,0
The Delmar Loop,Mar 24 2023 - Neutral,0
The Delmar Loop,Mar 24 2023 - Negative,0
The Delmar Loop,Mar 24 2023 - Positive,0
The Delmar Loop,Mar 25 2023,0
The Delmar Loop,Mar 25 2023 - Neutral,0
The Delmar Loop,Mar 25 2023 - Negative,0
The Delmar Loop,Mar 25 2023 - Positive,0
The Delmar Loop,Mar 26 2023,0
The Delmar Loop,Mar 26 2023 - Neutral,0
The Delmar Loop,Mar 26 2023 - Negative,0
The Delmar Loop,Mar 26 2023 - Positive,0
The Delmar Loop,Mar 27 2023,0
The Delmar Loop,Mar 27 2023 - Neutral,0
The Delmar Loop,Mar 27 2023 - Negative,0
The Delmar Loop,Mar 27 2023 - Positive,0
The Delmar Loop,Mar 28 2023,0
The Delmar Loop,Mar 28 2023 - Neutral,0
The Delmar Loop,Mar 28 2023 - Negative,0
The Delmar Loop,Mar 28 2023 - Positive,0
The Delmar Loop,Mar 29 2023,0
The Delmar Loop,Mar 29 2023 - Neutral,0
The Delmar Loop,Mar 29 2023 - Negative,0
The Delmar Loop,Mar 29 2023 - Positive,0
The Delmar Loop,Mar 30 2023,0
The Delmar Loop,Mar 30 2023 - Neutral,0
The Delmar Loop,Mar 30 2023 - Negative,0
The Delmar Loop,Mar 30 2023 - Positive,0
The Delmar Loop,Mar 31 2023,0
The Delmar Loop,Mar 31 2023 - Neutral,0
The Delmar Loop,Mar 31 2023 - Negative,0
The Delmar Loop,Mar 31 2023 - Positive,0
The Grove,Total,52
The Grove,Total - Neutral,33
The Grove,Total - Negative,4
The Grove,Total - Positive,12
The Grove,Feb,20
The Grove,Feb - Neutral,13
The Grove,Feb - Negative,1
The Grove,Feb - Positive,3
The Grove,Mar,32
The Grove,Mar - Neutral,20
The Grove,Mar - Negative,3
The Grove,Mar - Positive,9
The Grove,Feb 01 - Feb 07 2023,9
The Grove,Feb 01 - Feb 07 2023 - Neutral,5
The Grove,Feb 01 - Feb 07 2023 - Negative,0
The Grove,Feb 01 - Feb 07 2023 - Positive,2
The Grove,Feb 08 - Feb 14 2023,3
The Grove,Feb 08 - Feb 14 2023 - Neutral,2
The Grove,Feb 08 - Feb 14 2023 - Negative,0
The Grove,Feb 08 - Feb 14 2023 - Positive,0
The Grove,Feb 15 - Feb 21 2023,3
The Grove,Feb 15 - Feb 21 2023 - Neutral,1
The Grove,Feb 15 - Feb 21 2023 - Negative,1
The Grove,Feb 15 - Feb 21 2023 - Positive,1
The Grove,Feb 22 - Feb 28 2023,5
The Grove,Feb 22 - Feb 28 2023 - Neutral,5
The Grove,Feb 22 - Feb 28 2023 - Negative,0
The Grove,Feb 22 - Feb 28 2023 - Positive,0
The Grove,Mar 01 - Mar 07 2023,3
The Grove,Mar 01 - Mar 07 2023 - Neutral,0
The Grove,Mar 01 - Mar 07 2023 - Negative,0
The Grove,Mar 01 - Mar 07 2023 - Positive,3
The Grove,Mar 08 - Mar 14 2023,9
The Grove,Mar 08 - Mar 14 2023 - Neutral,6
The Grove,Mar 08 - Mar 14 2023 - Negative,3
The Grove,Mar 08 - Mar 14 2023 - Positive,0
The Grove,Mar 15 - Mar 21 2023,9
The Grove,Mar 15 - Mar 21 2023 - Neutral,5
The Grove,Mar 15 - Mar 21 2023 - Negative,0
The Grove,Mar 15 - Mar 21 2023 - Positive,4
The Grove,Mar 22 - Mar 28 2023,10
The Grove,Mar 22 - Mar 28 2023 - Neutral,8
The Grove,Mar 22 - Mar 28 2023 - Negative,0
The Grove,Mar 22 - Mar 28 2023 - Positive,2
The Grove,Mar 29 - Apr 04 2023,1
The Grove,Mar 29 - Apr 04 2023 - Neutral,1
The Grove,Mar 29 - Apr 04 2023 - Negative,0
The Grove,Mar 29 - Apr 04 2023 - Positive,0
The Grove,Feb 01 2023,0
The Grove,Feb 01 2023 - Neutral,0
The Grove,Feb 01 2023 - Negative,0
The Grove,Feb 01 2023 - Positive,0
The Grove,Feb 02 2023,2
The Grove,Feb 02 2023 - Neutral,2
The Grove,Feb 02 2023 - Negative,0
The Grove,Feb 02 2023 - Positive,0
The Grove,Feb 03 2023,0
The Grove,Feb 03 2023 - Neutral,0
The Grove,Feb 03 2023 - Negative,0
The Grove,Feb 03 2023 - Positive,0
The Grove,Feb 04 2023,2
The Grove,Feb 04 2023 - Neutral,0
The Grove,Feb 04 2023 - Negative,0
The Grove,Feb 04 2023 - Positive,2
The Grove,Feb 05 2023,4
The Grove,Feb 05 2023 - Neutral,2
The Grove,Feb 05 2023 - Negative,0
The Grove,Feb 05 2023 - Positive,0
The Grove,Feb 06 2023,1
The Grove,Feb 06 2023 - Neutral,1
The Grove,Feb 06 2023 - Negative,0
The Grove,Feb 06 2023 - Positive,0
The Grove,Feb 07 2023,0
The Grove,Feb 07 2023 - Neutral,0
The Grove,Feb 07 2023 - Negative,0
The Grove,Feb 07 2023 - Positive,0
The Grove,Feb 08 2023,0
The Grove,Feb 08 2023 - Neutral,0
The Grove,Feb 08 2023 - Negative,0
The Grove,Feb 08 2023 - Positive,0
The Grove,Feb 09 2023,0
The Grove,Feb 09 2023 - Neutral,0
The Grove,Feb 09 2023 - Negative,0
The Grove,Feb 09 2023 - Positive,0
The Grove,Feb 10 2023,0
The Grove,Feb 10 2023 - Neutral,0
The Grove,Feb 10 2023 - Negative,0
The Grove,Feb 10 2023 - Positive,0
The Grove,Feb 11 2023,3
The Grove,Feb 11 2023 - Neutral,2
The Grove,Feb 11 2023 - Negative,0
The Grove,Feb 11 2023 - Positive,0
The Grove,Feb 12 2023,0
The Grove,Feb 12 2023 - Neutral,0
The Grove,Feb 12 2023 - Negative,0
The Grove,Feb 12 2023 - Positive,0
The Grove,Feb 13 2023,0
The Grove,Feb 13 2023 - Neutral,0
The Grove,Feb 13 2023 - Negative,0
The Grove,Feb 13 2023 - Positive,0
The Grove,Feb 14 2023,0
The Grove,Feb 14 2023 - Neutral,0
The Grove,Feb 14 2023 - Negative,0
The Grove,Feb 14 2023 - Positive,0
The Grove,Feb 15 2023,0
The Grove,Feb 15 2023 - Neutral,0
The Grove,Feb 15 2023 - Negative,0
The Grove,Feb 15 2023 - Positive,0
The Grove,Feb 16 2023,0
The Grove,Feb 16 2023 - Neutral,0
The Grove,Feb 16 2023 - Negative,0
The Grove,Feb 16 2023 - Positive,0
The Grove,Feb 17 2023,2
The Grove,Feb 17 2023 - Neutral,1
The Grove,Feb 17 2023 - Negative,1
The Grove,Feb 17 2023 - Positive,0
The Grove,Feb 18 2023,0
The Grove,Feb 18 2023 - Neutral,0
The Grove,Feb 18 2023 - Negative,0
The Grove,Feb 18 2023 - Positive,0
The Grove,Feb 19 2023,1
The Grove,Feb 19 2023 - Neutral,0
The Grove,Feb 19 2023 - Negative,0
The Grove,Feb 19 2023 - Positive,1
The Grove,Feb 20 2023,0
The Grove,Feb 20 2023 - Neutral,0
The Grove,Feb 20 2023 - Negative,0
The Grove,Feb 20 2023 - Positive,0
The Grove,Feb 21 2023,0
The Grove,Feb 21 2023 - Neutral,0
The Grove,Feb 21 2023 - Negative,0
The Grove,Feb 21 2023 - Positive,0
The Grove,Feb 22 2023,0
The Grove,Feb 22 2023 - Neutral,0
The Grove,Feb 22 2023 - Negative,0
The Grove,Feb 22 2023 - Positive,0
The Grove,Feb 23 2023,1
The Grove,Feb 23 2023 - Neutral,1
The Grove,Feb 23 2023 - Negative,0
The Grove,Feb 23 2023 - Positive,0
The Grove,Feb 24 2023,1
The Grove,Feb 24 2023 - Neutral,1
The Grove,Feb 24 2023 - Negative,0
The Grove,Feb 24 2023 - Positive,0
The Grove,Feb 25 2023,0
The Grove,Feb 25 2023 - Neutral,0
The Grove,Feb 25 2023 - Negative,0
The Grove,Feb 25 2023 - Positive,0
The Grove,Feb 26 2023,2
The Grove,Feb 26 2023 - Neutral,2
The Grove,Feb 26 2023 - Negative,0
The Grove,Feb 26 2023 - Positive,0
The Grove,Feb 27 2023,0
The Grove,Feb 27 2023 - Neutral,0
The Grove,Feb 27 2023 - Negative,0
The Grove,Feb 27 2023 - Positive,0
The Grove,Feb 28 2023,1
The Grove,Feb 28 2023 - Neutral,1
The Grove,Feb 28 2023 - Negative,0
The Grove,Feb 28 2023 - Positive,0
The Grove,Mar 01 2023,1
The Grove,Mar 01 2023 - Neutral,0
The Grove,Mar 01 2023 - Negative,0
The Grove,Mar 01 2023 - Positive,1
The Grove,Mar 02 2023,0
The Grove,Mar 02 2023 - Neutral,0
The Grove,Mar 02 2023 - Negative,0
The Grove,Mar 02 2023 - Positive,0
The Grove,Mar 03 2023,0
The Grove,Mar 03 2023 - Neutral,0
The Grove,Mar 03 2023 - Negative,0
The Grove,Mar 03 2023 - Positive,0
The Grove,Mar 04 2023,0
The Grove,Mar 04 2023 - Neutral,0
The Grove,Mar 04 2023 - Negative,0
The Grove,Mar 04 2023 - Positive,0
The Grove,Mar 05 2023,1
The Grove,Mar 05 2023 - Neutral,0
The Grove,Mar 05 2023 - Negative,0
The Grove,Mar 05 2023 - Positive,1
The Grove,Mar 06 2023,0
The Grove,Mar 06 2023 - Neutral,0
The Grove,Mar 06 2023 - Negative,0
The Grove,Mar 06 2023 - Positive,0
The Grove,Mar 07 2023,1
The Grove,Mar 07 2023 - Neutral,0
The Grove,Mar 07 2023 - Negative,0
The Grove,Mar 07 2023 - Positive,1
The Grove,Mar 08 2023,1
The Grove,Mar 08 2023 - Neutral,0
The Grove,Mar 08 2023 - Negative,1
The Grove,Mar 08 2023 - Positive,0
The Grove,Mar 09 2023,1
The Grove,Mar 09 2023 - Neutral,1
The Grove,Mar 09 2023 - Negative,0
The Grove,Mar 09 2023 - Positive,0
The Grove,Mar 10 2023,0
The Grove,Mar 10 2023 - Neutral,0
The Grove,Mar 10 2023 - Negative,0
The Grove,Mar 10 2023 - Positive,0
The Grove,Mar 11 2023,1
The Grove,Mar 11 2023 - Neutral,1
The Grove,Mar 11 2023 - Negative,0
The Grove,Mar 11 2023 - Positive,0
The Grove,Mar 12 2023,0
The Grove,Mar 12 2023 - Neutral,0
The Grove,Mar 12 2023 - Negative,0
The Grove,Mar 12 2023 - Positive,0
The Grove,Mar 13 2023,1
The Grove,Mar 13 2023 - Neutral,1
The Grove,Mar 13 2023 - Negative,0
The Grove,Mar 13 2023 - Positive,0
The Grove,Mar 14 2023,5
The Grove,Mar 14 2023 - Neutral,3
The Grove,Mar 14 2023 - Negative,2
The Grove,Mar 14 2023 - Positive,0
The Grove,Mar 15 2023,2
The Grove,Mar 15 2023 - Neutral,1
The Grove,Mar 15 2023 - Negative,0
The Grove,Mar 15 2023 - Positive,1
The Grove,Mar 16 2023,0
The Grove,Mar 16 2023 - Neutral,0
The Grove,Mar 16 2023 - Negative,0
The Grove,Mar 16 2023 - Positive,0
The Grove,Mar 17 2023,0
The Grove,Mar 17 2023 - Neutral,0
The Grove,Mar 17 2023 - Negative,0
The Grove,Mar 17 2023 - Positive,0
The Grove,Mar 18 2023,1
The Grove,Mar 18 2023 - Neutral,0
The Grove,Mar 18 2023 - Negative,0
The Grove,Mar 18 2023 - Positive,1
The Grove,Mar 19 2023,2
The Grove,Mar 19 2023 - Neutral,2
The Grove,Mar 19 2023 - Negative,0
The Grove,Mar 19 2023 - Positive,0
The Grove,Mar 20 2023,1
The Grove,Mar 20 2023 - Neutral,0
The Grove,Mar 20 2023 - Negative,0
The Grove,Mar 20 2023 - Positive,1
The Grove,Mar 21 2023,3
The Grove,Mar 21 2023 - Neutral,2
The Grove,Mar 21 2023 - Negative,0
The Grove,Mar 21 2023 - Positive,1
The Grove,Mar 22 2023,1
The Grove,Mar 22 2023 - Neutral,0
The Grove,Mar 22 2023 - Negative,0
The Grove,Mar 22 2023 - Positive,1
The Grove,Mar 23 2023,0
The Grove,Mar 23 2023 - Neutral,0
The Grove,Mar 23 2023 - Negative,0
The Grove,Mar 23 2023 - Positive,0
The Grove,Mar 24 2023,0
The Grove,Mar 24 2023 - Neutral,0
The Grove,Mar 24 2023 - Negative,0
The Grove,Mar 24 2023 - Positive,0
The Grove,Mar 25 2023,4
The Grove,Mar 25 2023 - Neutral,4
The Grove,Mar 25 2023 - Negative,0
The Grove,Mar 25 2023 - Positive,0
The Grove,Mar 26 2023,1
The Grove,Mar 26 2023 - Neutral,0
The Grove,Mar 26 2023 - Negative,0
The Grove,Mar 26 2023 - Positive,1
The Grove,Mar 27 2023,3
The Grove,Mar 27 2023 - Neutral,3
The Grove,Mar 27 2023 - Negative,0
The Grove,Mar 27 2023 - Positive,0
The Grove,Mar 28 2023,1
The Grove,Mar 28 2023 - Neutral,1
The Grove,Mar 28 2023 - Negative,0
The Grove,Mar 28 2023 - Positive,0
The Grove,Mar 29 2023,1
The Grove,Mar 29 2023 - Neutral,1
The Grove,Mar 29 2023 - Negative,0
The Grove,Mar 29 2023 - Positive,0
The Grove,Mar 30 2023,0
The Grove,Mar 30 2023 - Neutral,0
The Grove,Mar 30 2023 - Negative,0
The Grove,Mar 30 2023 - Positive,0
The Grove,Mar 31 2023,0
The Grove,Mar 31 2023 - Neutral,0
The Grove,Mar 31 2023 - Negative,0
The Grove,Mar 31 2023 - Positive,0
The Hill,Total,109
The Hill,Total - Neutral,51
The Hill,Total - Negative,13
The Hill,Total - Positive,43
The Hill,Feb,50
The Hill,Feb - Neutral,21
The Hill,Feb - Negative,7
The Hill,Feb - Positive,21
The Hill,Mar,59
The Hill,Mar - Neutral,30
The Hill,Mar - Negative,6
The Hill,Mar - Positive,22
The Hill,Feb 01 - Feb 07 2023,12
The Hill,Feb 01 - Feb 07 2023 - Neutral,8
The Hill,Feb 01 - Feb 07 2023 - Negative,0
The Hill,Feb 01 - Feb 07 2023 - Positive,4
The Hill,Feb 08 - Feb 14 2023,11
The Hill,Feb 08 - Feb 14 2023 - Neutral,5
The Hill,Feb 08 - Feb 14 2023 - Negative,1
The Hill,Feb 08 - Feb 14 2023 - Positive,5
The Hill,Feb 15 - Feb 21 2023,11
The Hill,Feb 15 - Feb 21 2023 - Neutral,3
The Hill,Feb 15 - Feb 21 2023 - Negative,3
The Hill,Feb 15 - Feb 21 2023 - Positive,5
The Hill,Feb 22 - Feb 28 2023,16
The Hill,Feb 22 - Feb 28 2023 - Neutral,5
The Hill,Feb 22 - Feb 28 2023 - Negative,3
The Hill,Feb 22 - Feb 28 2023 - Positive,7
The Hill,Mar 01 - Mar 07 2023,22
The Hill,Mar 01 - Mar 07 2023 - Neutral,13
The Hill,Mar 01 - Mar 07 2023 - Negative,4
The Hill,Mar 01 - Mar 07 2023 - Positive,5
The Hill,Mar 08 - Mar 14 2023,19
The Hill,Mar 08 - Mar 14 2023 - Neutral,11
The Hill,Mar 08 - Mar 14 2023 - Negative,1
The Hill,Mar 08 - Mar 14 2023 - Positive,6
The Hill,Mar 15 - Mar 21 2023,11
The Hill,Mar 15 - Mar 21 2023 - Neutral,4
The Hill,Mar 15 - Mar 21 2023 - Negative,0
The Hill,Mar 15 - Mar 21 2023 - Positive,7
The Hill,Mar 22 - Mar 28 2023,6
The Hill,Mar 22 - Mar 28 2023 - Neutral,1
The Hill,Mar 22 - Mar 28 2023 - Negative,1
The Hill,Mar 22 - Mar 28 2023 - Positive,4
The Hill,Mar 29 - Apr 04 2023,1
The Hill,Mar 29 - Apr 04 2023 - Neutral,1
The Hill,Mar 29 - Apr 04 2023 - Negative,0
The Hill,Mar 29 - Apr 04 2023 - Positive,0
The Hill,Feb 01 2023,2
The Hill,Feb 01 2023 - Neutral,0
The Hill,Feb 01 2023 - Negative,0
The Hill,Feb 01 2023 - Positive,2
The Hill,Feb 02 2023,2
The Hill,Feb 02 2023 - Neutral,1
The Hill,Feb 02 2023 - Negative,0
The Hill,Feb 02 2023 - Positive,1
The Hill,Feb 03 2023,0
The Hill,Feb 03 2023 - Neutral,0
The Hill,Feb 03 2023 - Negative,0
The Hill,Feb 03 2023 - Positive,0
The Hill,Feb 04 2023,3
The Hill,Feb 04 2023 - Neutral,2
The Hill,Feb 04 2023 - Negative,0
The Hill,Feb 04 2023 - Positive,1
The Hill,Feb 05 2023,2
The Hill,Feb 05 2023 - Neutral,2
The Hill,Feb 05 2023 - Negative,0
The Hill,Feb 05 2023 - Positive,0
The Hill,Feb 06 2023,1
The Hill,Feb 06 2023 - Neutral,1
The Hill,Feb 06 2023 - Negative,0
The Hill,Feb 06 2023 - Positive,0
The Hill,Feb 07 2023,2
The Hill,Feb 07 2023 - Neutral,2
The Hill,Feb 07 2023 - Negative,0
The Hill,Feb 07 2023 - Positive,0
The Hill,Feb 08 2023,0
The Hill,Feb 08 2023 - Neutral,0
The Hill,Feb 08 2023 - Negative,0
The Hill,Feb 08 2023 - Positive,0
The Hill,Feb 09 2023,1
The Hill,Feb 09 2023 - Neutral,0
The Hill,Feb 09 2023 - Negative,0
The Hill,Feb 09 2023 - Positive,1
The Hill,Feb 10 2023,4
The Hill,Feb 10 2023 - Neutral,1
The Hill,Feb 10 2023 - Negative,0
The Hill,Feb 10 2023 - Positive,3
The Hill,Feb 11 2023,3
The Hill,Feb 11 2023 - Neutral,2
The Hill,Feb 11 2023 - Negative,0
