location,metric,count
Cherokee Street,Feb 18 2023 - Neutral,1
Cherokee Street,Feb 18 2023 - Negative,0
Cherokee Street,Feb 18 2023 - Positive,1
Cherokee Street,Feb 19 2023,1
Cherokee Street,Feb 19 2023 - Neutral,1
Cherokee Street,Feb 19 2023 - Negative,0
Cherokee Street,Feb 19 2023 - Positive,0
Cherokee Street,Feb 20 2023,0
Cherokee Street,Feb 20 2023 - Neutral,0
Cherokee Street,Feb 20 2023 - Negative,0
Cherokee Street,Feb 20 2023 - Positive,0
Cherokee Street,Feb 21 2023,2
Cherokee Street,Feb 21 2023 - Neutral,2
Cherokee Street,Feb 21 2023 - Negative,0
Cherokee Street,Feb 21 2023 - Positive,0
Cherokee Street,Feb 22 2023,2
Cherokee Street,Feb 22 2023 - Neutral,1
Cherokee Street,Feb 22 2023 - Negative,0
Cherokee Street,Feb 22 2023 - Positive,1
Cherokee Street,Feb 23 2023,4
Cherokee Street,Feb 23 2023 - Neutral,3
Cherokee Street,Feb 23 2023 - Negative,0
Cherokee Street,Feb 23 2023 - Positive,1
Cherokee Street,Feb 24 2023,0
Cherokee Street,Feb 24 2023 - Neutral,0
Cherokee Street,Feb 24 2023 - Negative,0
Cherokee Street,Feb 24 2023 - Positive,0
Cherokee Street,Feb 25 2023,2
Cherokee Street,Feb 25 2023 - Neutral,1
Cherokee Street,Feb 25 2023 - Negative,0
Cherokee Street,Feb 25 2023 - Positive,0
Cherokee Street,Feb 26 2023,1
Cherokee Street,Feb 26 2023 - Neutral,0
Cherokee Street,Feb 26 2023 - Negative,0
Cherokee Street,Feb 26 2023 - Positive,1
Cherokee Street,Feb 27 2023,0
Cherokee Street,Feb 27 2023 - Neutral,0
Cherokee Street,Feb 27 2023 - Negative,0
Cherokee Street,Feb 27 2023 - Positive,0
Cherokee Street,Feb 28 2023,2
Cherokee Street,Feb 28 2023 - Neutral,2
Cherokee Street,Feb 28 2023 - Negative,0
Cherokee Street,Feb 28 2023 - Positive,0
Cherokee Street,Mar 01 2023,1
Cherokee Street,Mar 01 2023 - Neutral,0
Cherokee Street,Mar 01 2023 - Negative,0
Cherokee Street,Mar 01 2023 - Positive,1
Cherokee Street,Mar 02 2023,1
Cherokee Street,Mar 02 2023 - Neutral,1
Cherokee Street,Mar 02 2023 - Negative,0
Cherokee Street,Mar 02 2023 - Positive,0
Cherokee Street,Mar 03 2023,0
Cherokee Street,Mar 03 2023 - Neutral,0
Cherokee Street,Mar 03 2023 - Negative,0
Cherokee Street,Mar 03 2023 - Positive,0
Cherokee Street,Mar 04 2023,0
Cherokee Street,Mar 04 2023 - Neutral,0
Cherokee Street,Mar 04 2023 - Negative,0
Cherokee Street,Mar 04 2023 - Positive,0
Cherokee Street,Mar 05 2023,0
Cherokee Street,Mar 05 2023 - Neutral,0
Cherokee Street,Mar 05 2023 - Negative,0
Cherokee Street,Mar 05 2023 - Positive,0
Cherokee Street,Mar 06 2023,0
Cherokee Street,Mar 06 2023 - Neutral,0
Cherokee Street,Mar 06 2023 - Negative,0
Cherokee Street,Mar 06 2023 - Positive,0
Cherokee Street,Mar 07 2023,0
Cherokee Street,Mar 07 2023 - Neutral,0
Cherokee Street,Mar 07 2023 - Negative,0
Cherokee Street,Mar 07 2023 - Positive,0
Cherokee Street,Mar 08 2023,0
Cherokee Street,Mar 08 2023 - Neutral,0
Cherokee Street,Mar 08 2023 - Negative,0
Cherokee Street,Mar 08 2023 - Positive,0
Cherokee Street,Mar 09 2023,0
Cherokee Street,Mar 09 2023 - Neutral,0
Cherokee Street,Mar 09 2023 - Negative,0
Cherokee Street,Mar 09 2023 - Positive,0
Cherokee Street,Mar 10 2023,1
Cherokee Street,Mar 10 2023 - Neutral,1
Cherokee Street,Mar 10 2023 - Negative,0
Cherokee Street,Mar 10 2023 - Positive,0
Cherokee Street,Mar 11 2023,0
Cherokee Street,Mar 11 2023 - Neutral,0
Cherokee Street,Mar 11 2023 - Negative,0
Cherokee Street,Mar 11 2023 - Positive,0
Cherokee Street,Mar 12 2023,2
Cherokee Street,Mar 12 2023 - Neutral,1
Cherokee Street,Mar 12 2023 - Negative,0
Cherokee Street,Mar 12 2023 - Positive,1
Cherokee Street,Mar 13 2023,0
Cherokee Street,Mar 13 2023 - Neutral,0
Cherokee Street,Mar 13 2023 - Negative,0
Cherokee Street,Mar 13 2023 - Positive,0
Cherokee Street,Mar 14 2023,0
Cherokee Street,Mar 14 2023 - Neutral,0
Cherokee Street,Mar 14 2023 - Negative,0
Cherokee Street,Mar 14 2023 - Positive,0
Cherokee Street,Mar 15 2023,0
Cherokee Street,Mar 15 2023 - Neutral,0
Cherokee Street,Mar 15 2023 - Negative,0
Cherokee Street,Mar 15 2023 - Positive,0
Cherokee Street,Mar 16 2023,0
Cherokee Street,Mar 16 2023 - Neutral,0
Cherokee Street,Mar 16 2023 - Negative,0
Cherokee Street,Mar 16 2023 - Positive,0
Cherokee Street,Mar 17 2023,0
Cherokee Street,Mar 17 2023 - Neutral,0
Cherokee Street,Mar 17 2023 - Negative,0
Cherokee Street,Mar 17 2023 - Positive,0
Cherokee Street,Mar 18 2023,0
Cherokee Street,Mar 18 2023 - Neutral,0
Cherokee Street,Mar 18 2023 - Negative,0
Cherokee Street,Mar 18 2023 - Positive,0
Cherokee Street,Mar 19 2023,1
Cherokee Street,Mar 19 2023 - Neutral,1
Cherokee Street,Mar 19 2023 - Negative,0
Cherokee Street,Mar 19 2023 - Positive,0
Cherokee Street,Mar 20 2023,3
Cherokee Street,Mar 20 2023 - Neutral,2
Cherokee Street,Mar 20 2023 - Negative,0
Cherokee Street,Mar 20 2023 - Positive,1
Cherokee Street,Mar 21 2023,7
Cherokee Street,Mar 21 2023 - Neutral,4
Cherokee Street,Mar 21 2023 - Negative,0
Cherokee Street,Mar 21 2023 - Positive,2
Cherokee Street,Mar 22 2023,1
Cherokee Street,Mar 22 2023 - Neutral,1
Cherokee Street,Mar 22 2023 - Negative,0
Cherokee Street,Mar 22 2023 - Positive,0
Cherokee Street,Mar 23 2023,0
Cherokee Street,Mar 23 2023 - Neutral,0
Cherokee Street,Mar 23 2023 - Negative,0
Cherokee Street,Mar 23 2023 - Positive,0
Cherokee Street,Mar 24 2023,1
Cherokee Street,Mar 24 2023 - Neutral,1
Cherokee Street,Mar 24 2023 - Negative,0
Cherokee Street,Mar 24 2023 - Positive,0
Cherokee Street,Mar 25 2023,2
Cherokee Street,Mar 25 2023 - Neutral,0
Cherokee Street,Mar 25 2023 - Negative,0
Cherokee Street,Mar 25 2023 - Positive,2
Cherokee Street,Mar 26 2023,2
Cherokee Street,Mar 26 2023 - Neutral,0
Cherokee Street,Mar 26 2023 - Negative,0
Cherokee Street,Mar 26 2023 - Positive,2
Cherokee Street,Mar 27 2023,3
Cherokee Street,Mar 27 2023 - Neutral,0
Cherokee Street,Mar 27 2023 - Negative,0
Cherokee Street,Mar 27 2023 - Positive,3
Cherokee Street,Mar 28 2023,0
Cherokee Street,Mar 28 2023 - Neutral,0
Cherokee Street,Mar 28 2023 - Negative,0
Cherokee Street,Mar 28 2023 - Positive,0
Cherokee Street,Mar 29 2023,0
Cherokee Street,Mar 29 2023 - Neutral,0
Cherokee Street,Mar 29 2023 - Negative,0
Cherokee Street,Mar 29 2023 - Positive,0
Cherokee Street,Mar 30 2023,1
Cherokee Street,Mar 30 2023 - Neutral,0
Cherokee Street,Mar 30 2023 - Negative,0
Cherokee Street,Mar 30 2023 - Positive,1
Cherokee Street,Mar 31 2023,0
Cherokee Street,Mar 31 2023 - Neutral,0
Cherokee Street,Mar 31 2023 - Negative,0
Cherokee Street,Mar 31 2023 - Positive,0
Chesterfield,Total,5204
Chesterfield,Total - Neutral,2109
Chesterfield,Total - Negative,1211
Chesterfield,Total - Positive,1482
Chesterfield,Feb,2135
Chesterfield,Feb - Neutral,830
Chesterfield,Feb - Negative,478
Chesterfield,Feb - Positive,655
Chesterfield,Mar,3069
Chesterfield,Mar - Neutral,1279
Chesterfield,Mar - Negative,733
Chesterfield,Mar - Positive,827
Chesterfield,Feb 01 - Feb 07 2023,500
Chesterfield,Feb 01 - Feb 07 2023 - Neutral,209
Chesterfield,Feb 01 - Feb 07 2023 - Negative,126
Chesterfield,Feb 01 - Feb 07 2023 - Positive,127
Chesterfield,Feb 08 - Feb 14 2023,575
Chesterfield,Feb 08 - Feb 14 2023 - Neutral,218
Chesterfield,Feb 08 - Feb 14 2023 - Negative,137
Chesterfield,Feb 08 - Feb 14 2023 - Positive,179
Chesterfield,Feb 15 - Feb 21 2023,550
Chesterfield,Feb 15 - Feb 21 2023 - Neutral,197
Chesterfield,Feb 15 - Feb 21 2023 - Negative,126
Chesterfield,Feb 15 - Feb 21 2023 - Positive,188
Chesterfield,Feb 22 - Feb 28 2023,510
Chesterfield,Feb 22 - Feb 28 2023 - Neutral,206
Chesterfield,Feb 22 - Feb 28 2023 - Negative,89
Chesterfield,Feb 22 - Feb 28 2023 - Positive,161
Chesterfield,Mar 01 - Mar 07 2023,739
Chesterfield,Mar 01 - Mar 07 2023 - Neutral,329
Chesterfield,Mar 01 - Mar 07 2023 - Negative,151
Chesterfield,Mar 01 - Mar 07 2023 - Positive,189
Chesterfield,Mar 08 - Mar 14 2023,654
Chesterfield,Mar 08 - Mar 14 2023 - Neutral,259
Chesterfield,Mar 08 - Mar 14 2023 - Negative,152
Chesterfield,Mar 08 - Mar 14 2023 - Positive,189
Chesterfield,Mar 15 - Mar 21 2023,661
Chesterfield,Mar 15 - Mar 21 2023 - Neutral,276
Chesterfield,Mar 15 - Mar 21 2023 - Negative,172
Chesterfield,Mar 15 - Mar 21 2023 - Positive,164
Chesterfield,Mar 22 - Mar 28 2023,750
Chesterfield,Mar 22 - Mar 28 2023 - Neutral,319
Chesterfield,Mar 22 - Mar 28 2023 - Negative,186
Chesterfield,Mar 22 - Mar 28 2023 - Positive,204
Chesterfield,Mar 29 - Apr 04 2023,265
Chesterfield,Mar 29 - Apr 04 2023 - Neutral,96
Chesterfield,Mar 29 - Apr 04 2023 - Negative,72
Chesterfield,Mar 29 - Apr 04 2023 - Positive,81
Chesterfield,Feb 01 2023,75
Chesterfield,Feb 01 2023 - Neutral,36
Chesterfield,Feb 01 2023 - Negative,19
Chesterfield,Feb 01 2023 - Positive,17
Chesterfield,Feb 02 2023,68
Chesterfield,Feb 02 2023 - Neutral,29
Chesterfield,Feb 02 2023 - Negative,24
Chesterfield,Feb 02 2023 - Positive,11
Chesterfield,Feb 03 2023,63
Chesterfield,Feb 03 2023 - Neutral,31
Chesterfield,Feb 03 2023 - Negative,9
Chesterfield,Feb 03 2023 - Positive,22
Chesterfield,Feb 04 2023,66
Chesterfield,Feb 04 2023 - Neutral,25
Chesterfield,Feb 04 2023 - Negative,10
Chesterfield,Feb 04 2023 - Positive,24
Chesterfield,Feb 05 2023,87
Chesterfield,Feb 05 2023 - Neutral,39
Chesterfield,Feb 05 2023 - Negative,24
Chesterfield,Feb 05 2023 - Positive,14
Chesterfield,Feb 06 2023,70
Chesterfield,Feb 06 2023 - Neutral,25
Chesterfield,Feb 06 2023 - Negative,20
Chesterfield,Feb 06 2023 - Positive,18
Chesterfield,Feb 07 2023,71
Chesterfield,Feb 07 2023 - Neutral,24
Chesterfield,Feb 07 2023 - Negative,20
Chesterfield,Feb 07 2023 - Positive,21
Chesterfield,Feb 08 2023,95
Chesterfield,Feb 08 2023 - Neutral,29
Chesterfield,Feb 08 2023 - Negative,32
Chesterfield,Feb 08 2023 - Positive,24
Chesterfield,Feb 09 2023,113
Chesterfield,Feb 09 2023 - Neutral,35
Chesterfield,Feb 09 2023 - Negative,29
Chesterfield,Feb 09 2023 - Positive,42
Chesterfield,Feb 10 2023,45
Chesterfield,Feb 10 2023 - Neutral,21
Chesterfield,Feb 10 2023 - Negative,10
Chesterfield,Feb 10 2023 - Positive,12
Chesterfield,Feb 11 2023,83
Chesterfield,Feb 11 2023 - Neutral,35
Chesterfield,Feb 11 2023 - Negative,17
Chesterfield,Feb 11 2023 - Positive,26
Chesterfield,Feb 12 2023,57
Chesterfield,Feb 12 2023 - Neutral,24
Chesterfield,Feb 12 2023 - Negative,7
Chesterfield,Feb 12 2023 - Positive,20
Chesterfield,Feb 13 2023,75
Chesterfield,Feb 13 2023 - Neutral,32
Chesterfield,Feb 13 2023 - Negative,14
Chesterfield,Feb 13 2023 - Positive,20
Chesterfield,Feb 14 2023,107
Chesterfield,Feb 14 2023 - Neutral,42
Chesterfield,Feb 14 2023 - Negative,28
Chesterfield,Feb 14 2023 - Positive,35
Chesterfield,Feb 15 2023,88
Chesterfield,Feb 15 2023 - Neutral,22
Chesterfield,Feb 15 2023 - Negative,32
Chesterfield,Feb 15 2023 - Positive,25
Chesterfield,Feb 16 2023,56
Chesterfield,Feb 16 2023 - Neutral,23
Chesterfield,Feb 16 2023 - Negative,18
Chesterfield,Feb 16 2023 - Positive,13
Chesterfield,Feb 17 2023,73
Chesterfield,Feb 17 2023 - Neutral,34
Chesterfield,Feb 17 2023 - Negative,13
Chesterfield,Feb 17 2023 - Positive,23
Chesterfield,Feb 18 2023,102
Chesterfield,Feb 18 2023 - Neutral,32
Chesterfield,Feb 18 2023 - Negative,15
Chesterfield,Feb 18 2023 - Positive,50
Chesterfield,Feb 19 2023,102
Chesterfield,Feb 19 2023 - Neutral,38
Chesterfield,Feb 19 2023 - Negative,20
Chesterfield,Feb 19 2023 - Positive,41
Chesterfield,Feb 20 2023,70
Chesterfield,Feb 20 2023 - Neutral,30
Chesterfield,Feb 20 2023 - Negative,18
Chesterfield,Feb 20 2023 - Positive,16
Chesterfield,Feb 21 2023,59
Chesterfield,Feb 21 2023 - Neutral,18
Chesterfield,Feb 21 2023 - Negative,10
Chesterfield,Feb 21 2023 - Positive,20
Chesterfield,Feb 22 2023,75
Chesterfield,Feb 22 2023 - Neutral,21
Chesterfield,Feb 22 2023 - Negative,24
Chesterfield,Feb 22 2023 - Positive,16
Chesterfield,Feb 23 2023,58
Chesterfield,Feb 23 2023 - Neutral,19
Chesterfield,Feb 23 2023 - Negative,12
Chesterfield,Feb 23 2023 - Positive,17
Chesterfield,Feb 24 2023,78
Chesterfield,Feb 24 2023 - Neutral,42
Chesterfield,Feb 24 2023 - Negative,10
Chesterfield,Feb 24 2023 - Positive,20
Chesterfield,Feb 25 2023,106
Chesterfield,Feb 25 2023 - Neutral,49
Chesterfield,Feb 25 2023 - Negative,14
Chesterfield,Feb 25 2023 - Positive,33
Chesterfield,Feb 26 2023,100
Chesterfield,Feb 26 2023 - Neutral,34
Chesterfield,Feb 26 2023 - Negative,12
Chesterfield,Feb 26 2023 - Positive,45
Chesterfield,Feb 27 2023,55
Chesterfield,Feb 27 2023 - Neutral,23
Chesterfield,Feb 27 2023 - Negative,12
Chesterfield,Feb 27 2023 - Positive,17
Chesterfield,Feb 28 2023,38
Chesterfield,Feb 28 2023 - Neutral,18
Chesterfield,Feb 28 2023 - Negative,5
Chesterfield,Feb 28 2023 - Positive,13
Chesterfield,Mar 01 2023,99
Chesterfield,Mar 01 2023 - Neutral,44
Chesterfield,Mar 01 2023 - Negative,14
Chesterfield,Mar 01 2023 - Positive,32
Chesterfield,Mar 02 2023,113
Chesterfield,Mar 02 2023 - Neutral,50
Chesterfield,Mar 02 2023 - Negative,16
Chesterfield,Mar 02 2023 - Positive,34
Chesterfield,Mar 03 2023,90
Chesterfield,Mar 03 2023 - Neutral,32
Chesterfield,Mar 03 2023 - Negative,17
Chesterfield,Mar 03 2023 - Positive,25
Chesterfield,Mar 04 2023,78
Chesterfield,Mar 04 2023 - Neutral,46
Chesterfield,Mar 04 2023 - Negative,15
Chesterfield,Mar 04 2023 - Positive,15
Chesterfield,Mar 05 2023,138
Chesterfield,Mar 05 2023 - Neutral,63
Chesterfield,Mar 05 2023 - Negative,32
Chesterfield,Mar 05 2023 - Positive,32
Chesterfield,Mar 06 2023,94
Chesterfield,Mar 06 2023 - Neutral,42
Chesterfield,Mar 06 2023 - Negative,24
Chesterfield,Mar 06 2023 - Positive,18
Chesterfield,Mar 07 2023,127
Chesterfield,Mar 07 2023 - Neutral,52
Chesterfield,Mar 07 2023 - Negative,33
Chesterfield,Mar 07 2023 - Positive,33
Chesterfield,Mar 08 2023,128
Chesterfield,Mar 08 2023 - Neutral,51
Chesterfield,Mar 08 2023 - Negative,36
Chesterfield,Mar 08 2023 - Positive,26
Chesterfield,Mar 09 2023,115
Chesterfield,Mar 09 2023 - Neutral,50
Chesterfield,Mar 09 2023 - Negative,14
Chesterfield,Mar 09 2023 - Positive,42
Chesterfield,Mar 10 2023,106
Chesterfield,Mar 10 2023 - Neutral,42
Chesterfield,Mar 10 2023 - Negative,28
Chesterfield,Mar 10 2023 - Positive,31
Chesterfield,Mar 11 2023,86
Chesterfield,Mar 11 2023 - Neutral,30
Chesterfield,Mar 11 2023 - Negative,22
Chesterfield,Mar 11 2023 - Positive,26
Chesterfield,Mar 12 2023,57
Chesterfield,Mar 12 2023 - Neutral,22
Chesterfield,Mar 12 2023 - Negative,13
Chesterfield,Mar 12 2023 - Positive,18
Chesterfield,Mar 13 2023,75
Chesterfield,Mar 13 2023 - Neutral,28
Chesterfield,Mar 13 2023 - Negative,21
Chesterfield,Mar 13 2023 - Positive,19
Chesterfield,Mar 14 2023,87
Chesterfield,Mar 14 2023 - Neutral,36
Chesterfield,Mar 14 2023 - Negative,18
Chesterfield,Mar 14 2023 - Positive,27
Chesterfield,Mar 15 2023,120
Chesterfield,Mar 15 2023 - Neutral,56
Chesterfield,Mar 15 2023 - Negative,33
Chesterfield,Mar 15 2023 - Positive,23
Chesterfield,Mar 16 2023,109
Chesterfield,Mar 16 2023 - Neutral,47
Chesterfield,Mar 16 2023 - Negative,27
Chesterfield,Mar 16 2023 - Positive,21
Chesterfield,Mar 17 2023,79
Chesterfield,Mar 17 2023 - Neutral,37
Chesterfield,Mar 17 2023 - Negative,15
Chesterfield,Mar 17 2023 - Positive,18
Chesterfield,Mar 18 2023,94
Chesterfield,Mar 18 2023 - Neutral,36
Chesterfield,Mar 18 2023 - Negative,19
Chesterfield,Mar 18 2023 - Positive,33
Chesterfield,Mar 19 2023,67
Chesterfield,Mar 19 2023 - Neutral,23
Chesterfield,Mar 19 2023 - Negative,22
Chesterfield,Mar 19 2023 - Positive,20
Chesterfield,Mar 20 2023,87
Chesterfield,Mar 20 2023 - Neutral,37
Chesterfield,Mar 20 2023 - Negative,25
Chesterfield,Mar 20 2023 - Positive,18
Chesterfield,Mar 21 2023,105
Chesterfield,Mar 21 2023 - Neutral,40
Chesterfield,Mar 21 2023 - Negative,31
Chesterfield,Mar 21 2023 - Positive,31
Chesterfield,Mar 22 2023,134
Chesterfield,Mar 22 2023 - Neutral,62
Chesterfield,Mar 22 2023 - Negative,30
Chesterfield,Mar 22 2023 - Positive,34
Chesterfield,Mar 23 2023,81
Chesterfield,Mar 23 2023 - Neutral,34
Chesterfield,Mar 23 2023 - Negative,23
Chesterfield,Mar 23 2023 - Positive,21
Chesterfield,Mar 24 2023,127
Chesterfield,Mar 24 2023 - Neutral,60
Chesterfield,Mar 24 2023 - Negative,31
Chesterfield,Mar 24 2023 - Positive,31
Chesterfield,Mar 25 2023,115
Chesterfield,Mar 25 2023 - Neutral,52
Chesterfield,Mar 25 2023 - Negative,29
Chesterfield,Mar 25 2023 - Positive,30
Chesterfield,Mar 26 2023,105
Chesterfield,Mar 26 2023 - Neutral,45
Chesterfield,Mar 26 2023 - Negative,25
Chesterfield,Mar 26 2023 - Positive,24
Chesterfield,Mar 27 2023,114
Chesterfield,Mar 27 2023 - Neutral,44
Chesterfield,Mar 27 2023 - Negative,20
Chesterfield,Mar 27 2023 - Positive,43
Chesterfield,Mar 28 2023,74
Chesterfield,Mar 28 2023 - Neutral,22
Chesterfield,Mar 28 2023 - Negative,28
Chesterfield,Mar 28 2023 - Positive,21
Chesterfield,Mar 29 2023,140
Chesterfield,Mar 29 2023 - Neutral,50
Chesterfield,Mar 29 2023 - Negative,35
Chesterfield,Mar 29 2023 - Positive,47
Chesterfield,Mar 30 2023,73
Chesterfield,Mar 30 2023 - Neutral,32
Chesterfield,Mar 30 2023 - Negative,18
Chesterfield,Mar 30 2023 - Positive,17
Chesterfield,Mar 31 2023,52
Chesterfield,Mar 31 2023 - Neutral,14
Chesterfield,Mar 31 2023 - Negative,19
Chesterfield,Mar 31 2023 - Positive,17
Clayton,Total,2404
Clayton,Total - Neutral,953
Clayton,Total - Negative,665
Clayton,Total - Positive,594
Clayton,Feb,1216
Clayton,Feb - Neutral,499
Clayton,Feb - Negative,332
Clayton,Feb - Positive,290
Clayton,Mar,1188
Clayton,Mar - Neutral,454
Clayton,Mar - Negative,333
Clayton,Mar - Positive,304
Clayton,Feb 01 - Feb 07 2023,308
Clayton,Feb 01 - Feb 07 2023 - Neutral,133
Clayton,Feb 01 - Feb 07 2023 - Negative,83
Clayton,Feb 01 - Feb 07 2023 - Positive,72
Clayton,Feb 08 - Feb 14 2023,334
Clayton,Feb 08 - Feb 14 2023 - Neutral,137
Clayton,Feb 08 - Feb 14 2023 - Negative,85
Clayton,Feb 08 - Feb 14 2023 - Positive,74
Clayton,Feb 15 - Feb 21 2023,321
Clayton,Feb 15 - Feb 21 2023 - Neutral,135
Clayton,Feb 15 - Feb 21 2023 - Negative,98
Clayton,Feb 15 - Feb 21 2023 - Positive,77
Clayton,Feb 22 - Feb 28 2023,253
Clayton,Feb 22 - Feb 28 2023 - Neutral,94
Clayton,Feb 22 - Feb 28 2023 - Negative,66
Clayton,Feb 22 - Feb 28 2023 - Positive,67
Clayton,Mar 01 - Mar 07 2023,173
Clayton,Mar 01 - Mar 07 2023 - Neutral,64
Clayton,Mar 01 - Mar 07 2023 - Negative,41
Clayton,Mar 01 - Mar 07 2023 - Positive,47
Clayton,Mar 08 - Mar 14 2023,326
Clayton,Mar 08 - Mar 14 2023 - Neutral,126
Clayton,Mar 08 - Mar 14 2023 - Negative,90
Clayton,Mar 08 - Mar 14 2023 - Positive,87
Clayton,Mar 15 - Mar 21 2023,281
Clayton,Mar 15 - Mar 21 2023 - Neutral,118
Clayton,Mar 15 - Mar 21 2023 - Negative,81
Clayton,Mar 15 - Mar 21 2023 - Positive,62
Clayton,Mar 22 - Mar 28 2023,311
Clayton,Mar 22 - Mar 28 2023 - Neutral,103
Clayton,Mar 22 - Mar 28 2023 - Negative,89
Clayton,Mar 22 - Mar 28 2023 - Positive,90
Clayton,Mar 29 - Apr 04 2023,97
Clayton,Mar 29 - Apr 04 2023 - Neutral,43
Clayton,Mar 29 - Apr 04 2023 - Negative,32
Clayton,Mar 29 - Apr 04 2023 - Positive,18
Clayton,Feb 01 2023,48
Clayton,Feb 01 2023 - Neutral,19
Clayton,Feb 01 2023 - Negative,12
Clayton,Feb 01 2023 - Positive,9
Clayton,Feb 02 2023,61
Clayton,Feb 02 2023 - Neutral,26
Clayton,Feb 02 2023 - Negative,15
Clayton,Feb 02 2023 - Positive,20
Clayton,Feb 03 2023,55
Clayton,Feb 03 2023 - Neutral,22
Clayton,Feb 03 2023 - Negative,17
Clayton,Feb 03 2023 - Positive,15
Clayton,Feb 04 2023,39
Clayton,Feb 04 2023 - Neutral,14
Clayton,Feb 04 2023 - Negative,13
Clayton,Feb 04 2023 - Positive,10
Clayton,Feb 05 2023,27
Clayton,Feb 05 2023 - Neutral,18
Clayton,Feb 05 2023 - Negative,4
Clayton,Feb 05 2023 - Positive,4
Clayton,Feb 06 2023,29
Clayton,Feb 06 2023 - Neutral,13
Clayton,Feb 06 2023 - Negative,8
Clayton,Feb 06 2023 - Positive,5
Clayton,Feb 07 2023,49
Clayton,Feb 07 2023 - Neutral,21
Clayton,Feb 07 2023 - Negative,14
Clayton,Feb 07 2023 - Positive,9
Clayton,Feb 08 2023,64
Clayton,Feb 08 2023 - Neutral,29
Clayton,Feb 08 2023 - Negative,12
Clayton,Feb 08 2023 - Positive,15
Clayton,Feb 09 2023,50
Clayton,Feb 09 2023 - Neutral,14
Clayton,Feb 09 2023 - Negative,19
Clayton,Feb 09 2023 - Positive,11
Clayton,Feb 10 2023,57
Clayton,Feb 10 2023 - Neutral,22
Clayton,Feb 10 2023 - Negative,14
Clayton,Feb 10 2023 - Positive,11
Clayton,Feb 11 2023,43
Clayton,Feb 11 2023 - Neutral,22
Clayton,Feb 11 2023 - Negative,11
Clayton,Feb 11 2023 - Positive,6
Clayton,Feb 12 2023,50
Clayton,Feb 12 2023 - Neutral,21
Clayton,Feb 12 2023 - Negative,14
Clayton,Feb 12 2023 - Positive,12
Clayton,Feb 13 2023,29
Clayton,Feb 13 2023 - Neutral,15
Clayton,Feb 13 2023 - Negative,8
Clayton,Feb 13 2023 - Positive,6
Clayton,Feb 14 2023,41
Clayton,Feb 14 2023 - Neutral,14
Clayton,Feb 14 2023 - Negative,7
Clayton,Feb 14 2023 - Positive,13
Clayton,Feb 15 2023,60
Clayton,Feb 15 2023 - Neutral,26
Clayton,Feb 15 2023 - Negative,20
Clayton,Feb 15 2023 - Positive,14
Clayton,Feb 16 2023,43
Clayton,Feb 16 2023 - Neutral,15
Clayton,Feb 16 2023 - Negative,9
Clayton,Feb 16 2023 - Positive,15
Clayton,Feb 17 2023,44
Clayton,Feb 17 2023 - Neutral,23
Clayton,Feb 17 2023 - Negative,14
Clayton,Feb 17 2023 - Positive,7
Clayton,Feb 18 2023,56
Clayton,Feb 18 2023 - Neutral,23
Clayton,Feb 18 2023 - Negative,14
Clayton,Feb 18 2023 - Positive,17
Clayton,Feb 19 2023,48
Clayton,Feb 19 2023 - Neutral,22
Clayton,Feb 19 2023 - Negative,15
Clayton,Feb 19 2023 - Positive,9
Clayton,Feb 20 2023,38
Clayton,Feb 20 2023 - Neutral,11
Clayton,Feb 20 2023 - Negative,18
Clayton,Feb 20 2023 - Positive,7
Clayton,Feb 21 2023,32
Clayton,Feb 21 2023 - Neutral,15
Clayton,Feb 21 2023 - Negative,8
Clayton,Feb 21 2023 - Positive,8
Clayton,Feb 22 2023,28
Clayton,Feb 22 2023 - Neutral,9
Clayton,Feb 22 2023 - Negative,8
Clayton,Feb 22 2023 - Positive,8
Clayton,Feb 23 2023,41
Clayton,Feb 23 2023 - Neutral,15
Clayton,Feb 23 2023 - Negative,12
Clayton,Feb 23 2023 - Positive,10
Clayton,Feb 24 2023,41
Clayton,Feb 24 2023 - Neutral,12
Clayton,Feb 24 2023 - Negative,10
Clayton,Feb 24 2023 - Positive,14
Clayton,Feb 25 2023,31
Clayton,Feb 25 2023 - Neutral,15
Clayton,Feb 25 2023 - Negative,5
Clayton,Feb 25 2023 - Positive,10
Clayton,Feb 26 2023,31
Clayton,Feb 26 2023 - Neutral,11
Clayton,Feb 26 2023 - Negative,9
Clayton,Feb 26 2023 - Positive,8
Clayton,Feb 27 2023,30
Clayton,Feb 27 2023 - Neutral,12
Clayton,Feb 27 2023 - Negative,5
Clayton,Feb 27 2023 - Positive,9
Clayton,Feb 28 2023,51
Clayton,Feb 28 2023 - Neutral,20
Clayton,Feb 28 2023 - Negative,17
Clayton,Feb 28 2023 - Positive,8
Clayton,Mar 01 2023,14
Clayton,Mar 01 2023 - Neutral,6
Clayton,Mar 01 2023 - Negative,4
Clayton,Mar 01 2023 - Positive,3
Clayton,Mar 02 2023,21
Clayton,Mar 02 2023 - Neutral,5
Clayton,Mar 02 2023 - Negative,6
Clayton,Mar 02 2023 - Positive,6
Clayton,Mar 03 2023,20
Clayton,Mar 03 2023 - Neutral,10
Clayton,Mar 03 2023 - Negative,3
Clayton,Mar 03 2023 - Positive,5
Clayton,Mar 04 2023,25
Clayton,Mar 04 2023 - Neutral,9
Clayton,Mar 04 2023 - Negative,4
Clayton,Mar 04 2023 - Positive,6
