"timestamp","device_id","double_latitude","double_longitude","double_bearing","double_speed","double_altitude","provider","accuracy"
1676317209103,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676317389099,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676317569094,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676317749317,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676317929322,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676318109327,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676318289333,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676318469338,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676318649342,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676318829347,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676319009352,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676319189357,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676319369363,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676319729373,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6476591635898,-90.3063352670457,-1,-1,161.249988555908,"gps",92
1676319909379,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676320089382,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676320269387,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676320449392,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676320629398,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676320809402,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676320989408,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676321169373,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676321349372,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676321529373,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676321709376,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676321889379,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676322069381,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676322249384,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676322429387,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676322609390,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676322789393,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676322969395,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676323149377,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676323329356,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676323509357,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676323689358,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676323869359,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676324049360,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676324229361,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676324409362,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676324589363,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676324769364,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676324949364,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676325129365,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676325309366,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676325489368,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676325669368,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676325849369,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676326029370,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676326209372,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676326389372,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676326569369,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676326749370,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676326929370,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676327109371,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676327289371,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676327469372,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676327649373,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676327829374,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676328009375,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676328189375,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676328369376,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676328549377,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676328729423,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676328909427,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676329089431,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676329269438,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676329449437,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676329629440,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676329809443,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676329989448,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676330169450,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676330349454,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676330529456,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676330709455,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676330889458,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676331069462,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676331249464,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676331429467,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676331609470,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676331789473,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676331969476,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676332149479,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676332329482,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676332509485,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676332689485,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676332869491,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676333049490,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676333229493,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676333409496,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676333589499,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676333769502,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676333949504,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676334129491,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676334309493,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676334489497,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676334669497,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676334849500,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676335029502,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676335209503,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676335389505,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676335569503,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676335749505,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676335929508,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676336109508,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6483061415781,-90.3093887892885,-1,-1,170.937377929688,"gps",35
1676336289510,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6459346057208,-90.3016091338835,-1,-1,155.325763702393,"gps",38
1676336469498,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6347930809688,-90.3041548970068,-1,-1,189.916645050049,"gps",52
1676336649499,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6302288850767,-90.2851833225225,185.648558019213,7.52616596221924,164.881441496558,"gps",24
1676336829501,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6280916139922,-90.2850496715972,-1,-1,159.351943969727,"gps",40
1676337009501,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6280916139922,-90.2850496715972,-1,-1,159.351943969727,"gps",40
1676337189503,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6280916139922,-90.2850496715972,-1,-1,159.351943969727,"gps",40
1676337369446,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6280916139922,-90.2850496715972,-1,-1,159.351943969727,"gps",40
1676337549445,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6280916139922,-90.2850496715972,-1,-1,159.351943969727,"gps",40
1676337681606,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279296875,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676337861606,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676338041606,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676338221606,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676338401603,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676338581603,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676338761603,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676338941602,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676339121601,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676339301600,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676339481599,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676339661599,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676339841598,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676340021597,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676340201596,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676340381662,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676340561665,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676340741667,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
1676340921670,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6279426541264,-90.2840726290999,-1,-1,158.78470993042,"gps",8
