"timestamp","device_id","double_latitude","double_longitude","double_bearing","double_speed","double_altitude","provider","accuracy"
1676305149256,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6470947265625,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676305329259,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6471218014872,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676305509263,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6471218014872,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676305689265,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6471218014872,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676305869269,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6471218014872,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676306049270,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6471218014872,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676306229274,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6471218014872,-90.3076754988205,-1,-1,169.092712402344,"gps",64
1676306409276,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6484227702763,-90.3100262058186,-1,-1,173.638210296631,"gps",91
1676306589279,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481370688586,-90.3106691388736,-1,-1,175.625522613525,"gps",45
1676306769282,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481370688586,-90.3106691388736,-1,-1,175.625522613525,"gps",45
1676306949284,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481370688586,-90.3106691388736,-1,-1,175.625522613525,"gps",45
1676307129261,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481370688586,-90.3106691388736,-1,-1,175.625522613525,"gps",45
1676307489259,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676307669261,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676307849262,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676308029263,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676308209264,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676308389265,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676308569267,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676308749268,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676308929269,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676309109265,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676309289266,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6478876271838,-90.3108460196021,-1,-1,170.939750671387,"gps",36
1676309469267,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676309649268,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676309829269,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676310009270,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676310189272,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676310369272,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676310549265,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676310729265,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676310909266,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676311089266,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676311269267,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676311449268,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676311629268,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676311809269,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676311989269,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676312169270,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676312349270,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676312529245,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676312709243,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676312889242,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676313069241,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676313249240,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676313429239,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676313609238,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676313789237,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676313969236,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676314149234,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676314329169,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676314509165,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6481559701528,-90.3116958576948,-1,-1,167.387401580811,"gps",28
1676314689161,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6480499155864,-90.3083223348109,-1,-1,173.169010162354,"gps",35
1676314869156,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6480499155864,-90.3083223348109,-1,-1,173.169010162354,"gps",35
1676315049168,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676315229148,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676315409144,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676315589140,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676315769136,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676315949131,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676316129128,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676316309123,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676316489119,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676316669115,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676316849111,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
1676317029107,"c8524dee-8a13-45b9-85f8-9073f7a9177e",38.6472066968025,-90.3055490418727,-1,-1,162.146114349365,"gps",35
